index,query,priority,intensity
188,"I plan to organize a get-together with friends to catch up, relax, and enjoy each other's company",2,3
774,"I plan to give back by volunteering at a local charity or community event, a rewarding way to spend time",2,3
150,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
833,"I have to crucial charge my laptop, it will be long",0,2
309,I have to write thank you notes,1,2
965,"I need to get in touch with IT support to resolve technical issues affecting work, with a sense of urgency",1,2
725,I have to write in journal,2,3
815,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
84,I have to today study for the engineering exam,0,6
296,I have to take the intensive biology exam,1,4
371,I have to take the eventually economics exam,2,2
201,"I have to conduct regular training to teach new tricks and reinforce good behavior, a rewarding challenge",2,4
57,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
138,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
681,I need to submit a work order for necessary repairs or maintenance in the office environment,1,2
347,I have to finish the project report,2,2
483,I have to today study for the civil engineering exam,0,6
164,"I have to spend quality playtime to stimulate physically and mentally, important for well-being",2,4
488,I plan to binge-watch the latest season of a highly recommended series,3,2
694,"I have to now go shopping for clothes, it will be deliberately",2,3
527,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
411,"I have to by today clean the house, it will be speed",1,2
354,"I have to dedicate time to bond, crucial for emotional health and to strengthen our connection",2,4
970,"I have to crucial go shopping for clothes, it will be quick",2,1
7,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
149,"I need to organize activities to enhance team cohesion and morale, important for maintaining a positive work environment",3,2
475,"I need to reach out to the manager for urgent discussions, approvals, or to relay important information",1,1
960,I have to important study for the chemistry exam,2,6
750,I have to wash the dishes,2,1
510,I have to write in journal,3,1
145,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
429,I have to take the intensive economics exam,1,3
635,"I have to eventually find something to eat, it will be time-intensive",1,2
61,I plan to enjoy a leisurely walk in the park to clear my mind and get some fresh air,3,1
410,"I have to now charge my laptop, it will be difficult",0,2
568,I plan to have a session with my counselor to talk through any challenges and for personal growth,1,1
124,I have to take the easy social studies exam,2,1
749,"I need to visit the bank for work-related financial transactions, requiring careful planning and time management",1,2
669,I have to clean the windows,1,1
175,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
730,"I have to brush fur to reduce shedding and matting, a relaxing activity for both pet and owner",3,1
377,I have to plan a family dinner,2,4
72,"I have to primarily cook for my family, it will be short",0,2
394,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
526,I need to sort and organize digital or physical files to keep the workspace tidy and efficient,3,2
542,I have to meal prep for the week,3,3
887,"I plan to attend a scheduled doctor's appointment for a regular health check-up, cannot be postponed",1,1
270,"I have to finally meal prep for next week, it will be time-intensive",2,4
733,I have to take the important electrical engineering exam,1,5
455,I plan to visit the dentist for a routine cleaning and to ensure dental health is maintained,1,1
88,"I need to schedule and work the required part-time hours, ensuring all duties are completed within this time",2,4
768,"I plan to organize a casual get-together with friends for games, conversation, and fun",2,3
998,I have to write in journal,1,1
600,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
735,I need to take on extra shifts or extend work hours to meet project deadlines or cover for absent colleagues,1,5
310,I have to wash the dishes,2,1
676,I have to practice guitar,1,3
641,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
606,I have to do the laundry,1,1
345,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
813,I have to now study for the electrical engineering exam,0,7
273,"I have to tidy up the pet's living area, including bedding and toys, to keep a clean environment",3,1
638,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
50,I have to easy study for the social studies exam,3,3
323,I have to schedule dentist appointment,2,4
778,I plan to sign up for and attend a fitness class to stay active and meet new people,2,3
718,"I plan to dedicate quality time to being with family, sharing meals, conversations, and activities",2,3
978,I plan to binge-watch the latest season of a highly recommended series,3,2
301,"I need to reach out to team members for updates, collaboration, or to provide support on ongoing tasks",2,2
868,"I have to trim nails carefully to prevent overgrowth and potential health issues, can wait until the weekend",3,1
265,"I have to primarily go shopping for a fridge, it will be tough",2,4
321,I plan to binge-watch the latest season of a highly recommended series,3,2
876,I have to clean my room,2,1
753,"I have to prepare and serve fresh meals twice a day, morning and evening, to maintain a healthy diet",1,2
388,I need to submit a work order for necessary repairs or maintenance in the office environment,1,2
590,"I plan to explore a new hobby or activity I've been curious about, like pottery or photography",2,3
712,"I plan to experience the thrill of skydiving, an adventure I've always wanted to try",2,4
450,"I have to by tomorrow go to a restaurant, it will be difficult",2,2
114,"I plan to start planning a vacation for some rest and rejuvenation, researching destinations and making bookings",2,2
443,"I plan to have fun racing go-karts with friends, a perfect way to spend the weekend",2,3
